,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),SP (mV),VMN (mV),IAB (mA),Time (ms),Coef. k (m),yA (m),yB (m),yM (m),yN (m),zA (m),zB (m),zM (m),zN (m),N� electrode A,N� electrode B,N� electrode M,N� electrode N,Depth A (m),Depth B (m),Depth M (m),Depth N (m),Stack,Rs-Check,Vab (V),Pab (W),Rab (kOhm),Latitude,Longitude,UTM (WSG84),Name,Channel,Overload,Tx-Bat (V),Tx Temp. (�C),Rx-Bat (V),Rx Temp. (�C),Date,Gapfiller,Synch
,Mixed / non conventional,15,19,17,21,163.17,0.16,-193.91,2450.407,283.08,250,18.85,0,0,0,0,0,0,0,0,15,19,17,21,0,0,0,0,3,0,741,210,2.619,0,0,,1,5,0,10.13,0,12.21,11.4,11/7/2025 1:59:35 PM,0,0
,Mixed / non conventional,15,19,21,25,172.42,0.12,26.62,-2071.54,283.08,250,-23.56,0,0,0,0,0,0,0,0,15,19,21,25,0,0,0,0,3,0,741,210,2.619,0,0,,1,6,0,10.13,0,12.21,11.4,11/7/2025 1:59:35 PM,0,0
,Mixed / non conventional,15,19,25,29,188.43,0.14,2.1,-323.411,283.08,250,-164.93,0,0,0,0,0,0,0,0,15,19,25,29,0,0,0,0,3,0,741,210,2.619,0,0,,1,7,0,10.13,0,12.21,11.4,11/7/2025 1:59:35 PM,0,0
,Mixed / non conventional,15,19,29,33,190.96,0.1,-38.42,-109.248,283.08,250,-494.8,0,0,0,0,0,0,0,0,15,19,29,33,0,0,0,0,3,0,741,210,2.619,0,0,,1,8,0,10.13,0,12.21,11.4,11/7/2025 1:59:35 PM,0,0
,Mixed / non conventional,15,19,33,37,80.84,0.3,130.47,-21.021,283.08,250,-1088.56,0,0,0,0,0,0,0,0,15,19,33,37,0,0,0,0,3,0,741,210,2.619,0,0,,1,9,0,10.13,0,12.21,11.4,11/7/2025 1:59:35 PM,0,1
,Mixed / non conventional,16,20,2,6,143.19,0.18,208.41,-86.33,298.32,250,-494.8,0,0,0,0,0,0,0,0,16,20,2,6,0,0,0,0,3,0,709,212,2.377,0,0,,1,1,0,10.16,0,12.19,11.4,11/7/2025 1:59:37 PM,0,0
,Mixed / non conventional,16,20,6,10,144.49,0.12,37.16,-261.336,298.32,250,-164.93,0,0,0,0,0,0,0,0,16,20,6,10,0,0,0,0,3,0,709,212,2.377,0,0,,1,2,0,10.16,0,12.19,11.4,11/7/2025 1:59:37 PM,0,0
,Mixed / non conventional,16,20,10,14,191.6,0.09,-446.02,-2425.833,298.32,250,-23.56,0,0,0,0,0,0,0,0,16,20,10,14,0,0,0,0,3,0,709,212,2.377,0,0,,1,3,0,10.16,0,12.19,11.4,11/7/2025 1:59:37 PM,0,0
,Mixed / non conventional,16,20,14,18,174.77,0.09,1073.63,2766.005,298.32,250,18.85,0,0,0,0,0,0,0,0,16,20,14,18,0,0,0,0,3,0,709,212,2.377,0,0,,1,4,0,10.16,0,12.19,11.4,11/7/2025 1:59:37 PM,0,0
,Mixed / non conventional,16,20,18,22,160.63,0.09,-466.36,2542.22,298.32,250,18.85,0,0,0,0,0,0,0,0,16,20,18,22,0,0,0,0,3,0,709,212,2.377,0,0,,1,5,0,10.16,0,12.19,11.4,11/7/2025 1:59:37 PM,0,0
,Mixed / non conventional,16,20,22,26,149.35,0.07,8.81,-1890.943,298.32,250,-23.56,0,0,0,0,0,0,0,0,16,20,22,26,0,0,0,0,3,0,709,212,2.377,0,0,,1,6,0,10.16,0,12.19,11.4,11/7/2025 1:59:37 PM,0,0
,Mixed / non conventional,16,20,26,30,201.85,0,128.46,-365.086,298.32,250,-164.93,0,0,0,0,0,0,0,0,16,20,26,30,0,0,0,0,3,0,709,212,2.377,0,0,,1,7,0,10.16,0,12.19,11.4,11/7/2025 1:59:37 PM,0,0
,Mixed / non conventional,16,20,30,34,192.71,0.12,-151.9,-116.187,298.32,250,-494.8,0,0,0,0,0,0,0,0,16,20,30,34,0,0,0,0,3,0,709,212,2.377,0,0,,1,8,0,10.16,0,12.19,11.4,11/7/2025 1:59:37 PM,0,0
,Mixed / non conventional,16,20,34,38,66.05,0.2,106.68,-18.101,298.32,250,-1088.56,0,0,0,0,0,0,0,0,16,20,34,38,0,0,0,0,3,0,709,212,2.377,0,0,,1,9,0,10.16,0,12.19,11.4,11/7/2025 1:59:37 PM,0,1
,Mixed / non conventional,17,21,3,7,142.62,0.26,211.17,-75.725,262.714,250,-494.8,0,0,0,0,0,0,0,0,17,21,3,7,0,0,0,0,3,0,779,205,2.966,0,0,,1,1,0,10.31,0,12.21,11.4,11/7/2025 1:59:39 PM,0,0
,Mixed / non conventional,17,21,7,11,141.13,0.21,130.43,-224.806,262.714,250,-164.93,0,0,0,0,0,0,0,0,17,21,7,11,0,0,0,0,3,0,779,205,2.966,0,0,,1,2,0,10.31,0,12.21,11.4,11/7/2025 1:59:39 PM,0,0
,Mixed / non conventional,17,21,11,15,202.45,0.17,47.77,-2257.251,262.714,250,-23.56,0,0,0,0,0,0,0,0,17,21,11,15,0,0,0,0,3,0,779,205,2.966,0,0,,1,3,0,10.31,0,12.21,11.4,11/7/2025 1:59:40 PM,0,0
,Mixed / non conventional,17,21,15,19,162.64,0.13,277.41,2266.82,262.714,250,18.85,0,0,0,0,0,0,0,0,17,21,15,19,0,0,0,0,3,0,779,205,2.966,0,0,,1,4,0,10.31,0,12.21,11.4,11/7/2025 1:59:40 PM,0,0
,Mixed / non conventional,17,21,19,23,174.79,0.22,-274.35,2436.173,262.714,250,18.85,0,0,0,0,0,0,0,0,17,21,19,23,0,0,0,0,3,0,779,205,2.966,0,0,,1,5,0,10.31,0,12.21,11.4,11/7/2025 1:59:40 PM,0,0
,Mixed / non conventional,17,21,23,27,142.41,0.18,16.94,-1587.87,262.714,250,-23.56,0,0,0,0,0,0,0,0,17,21,23,27,0,0,0,0,3,0,779,205,2.966,0,0,,1,6,0,10.31,0,12.21,11.4,11/7/2025 1:59:40 PM,0,0
,Mixed / non conventional,17,21,27,31,201.45,0.14,-63.53,-320.873,262.714,250,-164.93,0,0,0,0,0,0,0,0,17,21,27,31,0,0,0,0,3,0,779,205,2.966,0,0,,1,7,0,10.31,0,12.21,11.4,11/7/2025 1:59:40 PM,0,0
,Mixed / non conventional,17,21,31,35,166.9,0.22,32.82,-88.613,262.714,250,-494.8,0,0,0,0,0,0,0,0,17,21,31,35,0,0,0,0,3,0,779,205,2.966,0,0,,1,8,0,10.31,0,12.21,11.4,11/7/2025 1:59:40 PM,0,0
,Mixed / non conventional,17,21,35,39,99.85,0.19,36.72,-24.098,262.714,250,-1088.56,0,0,0,0,0,0,0,0,17,21,35,39,0,0,0,0,3,0,779,205,2.966,0,0,,1,9,0,10.31,0,12.21,11.4,11/7/2025 1:59:40 PM,0,1
,Mixed / non conventional,18,22,4,8,140.4,0,217.26,-56.19,198.026,250,-494.8,0,0,0,0,0,0,0,0,18,22,4,8,0,0,0,0,3,0,395,78,1.996,0,0,,1,1,0,12.16,0,12.19,11.4,11/7/2025 1:59:42 PM,0,0
,Mixed / non conventional,18,22,8,12,145.6,0.04,111.15,-174.812,198.026,250,-164.93,0,0,0,0,0,0,0,0,18,22,8,12,0,0,0,0,3,0,395,78,1.996,0,0,,1,2,0,12.16,0,12.19,11.4,11/7/2025 1:59:42 PM,0,0
,Mixed / non conventional,18,22,12,16,205.87,0.03,8.26,-1730.218,198.026,250,-23.56,0,0,0,0,0,0,0,0,18,22,12,16,0,0,0,0,3,0,395,78,1.996,0,0,,1,3,0,12.16,0,12.19,11.4,11/7/2025 1:59:42 PM,0,0
,Mixed / non conventional,18,22,16,20,158.93,0.09,256.95,1669.617,198.026,250,18.85,0,0,0,0,0,0,0,0,18,22,16,20,0,0,0,0,3,0,395,78,1.996,0,0,,1,4,0,12.16,0,12.19,11.4,11/7/2025 1:59:42 PM,0,0
,Mixed / non conventional,18,22,20,24,196.11,0.08,-241.95,2060.282,198.026,250,18.85,0,0,0,0,0,0,0,0,18,22,20,24,0,0,0,0,3,0,395,78,1.996,0,0,,1,5,0,12.16,0,12.19,11.4,11/7/2025 1:59:42 PM,0,0
,Mixed / non conventional,18,22,24,28,160.32,0.12,-9.3,-1347.444,198.026,250,-23.56,0,0,0,0,0,0,0,0,18,22,24,28,0,0,0,0,3,0,395,78,1.996,0,0,,1,6,0,12.16,0,12.19,11.4,11/7/2025 1:59:42 PM,0,0
,Mixed / non conventional,18,22,28,32,206.79,0.12,-9.63,-248.285,198.026,250,-164.93,0,0,0,0,0,0,0,0,18,22,28,32,0,0,0,0,3,0,395,78,1.996,0,0,,1,7,0,12.16,0,12.19,11.4,11/7/2025 1:59:42 PM,0,0
,Mixed / non conventional,18,22,32,36,123.83,0.14,-36.72,-49.559,198.026,250,-494.8,0,0,0,0,0,0,0,0,18,22,32,36,0,0,0,0,3,0,395,78,1.996,0,0,,1,8,0,12.16,0,12.19,11.4,11/7/2025 1:59:42 PM,0,1
,Mixed / non conventional,18,22,36,40,143.27,0.1,71.39,-43.459,330.206,250,-1088.56,0,0,0,0,0,0,0,0,18,22,36,40,0,0,0,0,3,0,664,219,2.012,0,0,,1,1,0,10.07,0,12.26,11.4,11/7/2025 1:59:44 PM,0,1
,Mixed / non conventional,19,23,1,5,130.58,0.21,132.89,-36.464,303.983,250,-1088.56,0,0,0,0,0,0,0,0,19,23,1,5,0,0,0,0,3,0,701,213,2.305,0,0,,1,1,0,10.19,0,12.21,11.8,11/7/2025 1:59:46 PM,0,1
,Mixed / non conventional,19,23,5,9,147.9,0.21,128.72,-90.862,303.983,250,-494.8,0,0,0,0,0,0,0,0,19,23,5,9,0,0,0,0,3,0,701,213,2.305,0,0,,1,2,0,10.19,0,12.21,11.8,11/7/2025 1:59:46 PM,0,0
,Mixed / non conventional,19,23,9,13,152.09,0.14,-63.45,-280.303,303.983,250,-164.93,0,0,0,0,0,0,0,0,19,23,9,13,0,0,0,0,3,0,701,213,2.305,0,0,,1,3,0,10.19,0,12.21,11.8,11/7/2025 1:59:46 PM,0,0
,Mixed / non conventional,19,23,13,17,211.57,0.14,112.81,-2729.552,303.983,250,-23.56,0,0,0,0,0,0,0,0,19,23,13,17,0,0,0,0,3,0,701,213,2.305,0,0,,1,4,0,10.19,0,12.21,11.8,11/7/2025 1:59:46 PM,0,0
,Mixed / non conventional,19,23,17,21,171.84,0.09,289.11,2771.241,303.983,250,18.85,0,0,0,0,0,0,0,0,19,23,17,21,0,0,0,0,3,0,701,213,2.305,0,0,,1,5,0,10.19,0,12.21,11.8,11/7/2025 1:59:46 PM,0,0
,Mixed / non conventional,19,23,21,25,177.19,0.1,-220.22,2857.447,303.983,250,18.85,0,0,0,0,0,0,0,0,19,23,21,25,0,0,0,0,3,0,701,213,2.305,0,0,,1,6,0,10.19,0,12.21,11.8,11/7/2025 1:59:46 PM,0,0
,Mixed / non conventional,19,23,25,29,152.48,0.1,0.99,-1980.216,305.989,250,-23.56,0,0,0,0,0,0,0,0,19,23,25,29,0,0,0,0,3,0,697,213,2.276,0,0,,1,1,0,10.19,0,12.23,11.4,11/7/2025 1:59:49 PM,0,0
,Mixed / non conventional,19,23,29,33,174.96,0.11,-37.97,-324.593,305.989,250,-164.93,0,0,0,0,0,0,0,0,19,23,29,33,0,0,0,0,3,0,697,213,2.276,0,0,,1,2,0,10.19,0,12.23,11.4,11/7/2025 1:59:49 PM,0,0
,Mixed / non conventional,19,23,33,37,73.82,0.03,127.96,-45.651,305.989,250,-494.8,0,0,0,0,0,0,0,0,19,23,33,37,0,0,0,0,3,0,697,213,2.276,0,0,,1,3,0,10.19,0,12.23,11.4,11/7/2025 1:59:49 PM,0,1
,Mixed / non conventional,19,23,37,41,158.64,0.13,-126.46,-44.591,305.989,250,-1088.56,0,0,0,0,0,0,0,0,19,23,37,41,0,0,0,0,3,0,697,213,2.276,0,0,,1,4,0,10.19,0,12.23,11.4,11/7/2025 1:59:49 PM,0,0
,Mixed / non conventional,20,24,2,6,136.25,0.08,236.22,-44.74,357.455,250,-1088.56,0,0,0,0,0,0,0,0,20,24,2,6,0,0,0,0,3,0,617,220,1.725,0,0,,1,1,0,10.04,0,12.19,11.4,11/7/2025 1:59:51 PM,0,1
,Mixed / non conventional,20,24,6,10,143.59,0.1,29.85,-103.731,357.455,250,-494.8,0,0,0,0,0,0,0,0,20,24,6,10,0,0,0,0,3,0,617,220,1.725,0,0,,1,2,0,10.04,0,12.19,11.4,11/7/2025 1:59:51 PM,0,0
,Mixed / non conventional,20,24,10,14,154.09,0.1,-352.62,-333.945,357.455,250,-164.93,0,0,0,0,0,0,0,0,20,24,10,14,0,0,0,0,3,0,617,220,1.725,0,0,,1,3,0,10.04,0,12.19,11.4,11/7/2025 1:59:51 PM,0,0
,Mixed / non conventional,20,24,14,18,190.03,0.09,-22.05,-2882.913,357.455,250,-23.56,0,0,0,0,0,0,0,0,20,24,14,18,0,0,0,0,3,0,617,220,1.725,0,0,,1,4,0,10.04,0,12.19,11.4,11/7/2025 1:59:51 PM,0,0
,Mixed / non conventional,20,24,18,22,191.11,0.09,945.61,3624.134,357.455,250,18.85,0,0,0,0,0,0,0,0,20,24,18,22,0,0,0,0,3,0,617,220,1.725,0,0,,1,5,0,10.04,0,12.19,11.4,11/7/2025 1:59:51 PM,0,0
,Mixed / non conventional,20,24,22,26,123.89,0.05,-433.7,2349.378,357.455,250,18.85,0,0,0,0,0,0,0,0,20,24,22,26,0,0,0,0,3,0,617,220,1.725,0,0,,1,6,0,10.04,0,12.19,11.4,11/7/2025 1:59:51 PM,0,0
,Mixed / non conventional,20,24,26,30,137.93,0.14,123.97,-2092.461,357.455,250,-23.56,0,0,0,0,0,0,0,0,20,24,26,30,0,0,0,0,3,0,617,220,1.725,0,0,,1,7,0,10.04,0,12.19,11.4,11/7/2025 1:59:51 PM,0,0
,Mixed / non conventional,20,24,30,34,148.29,0.09,-152.52,-322.966,359.218,250,-164.93,0,0,0,0,0,0,0,0,20,24,30,34,0,0,0,0,3,0,613,220,1.708,0,0,,1,1,0,10.07,0,12.23,11.4,11/7/2025 1:59:53 PM,0,0
,Mixed / non conventional,20,24,34,38,52.21,0.05,104.45,-37.905,359.218,250,-494.8,0,0,0,0,0,0,0,0,20,24,34,38,0,0,0,0,3,0,613,220,1.708,0,0,,1,2,0,10.07,0,12.23,11.4,11/7/2025 1:59:53 PM,0,1
,Mixed / non conventional,20,24,38,42,134.84,0.14,-26.75,-44.496,359.218,250,-1088.56,0,0,0,0,0,0,0,0,20,24,38,42,0,0,0,0,3,0,613,220,1.708,0,0,,1,3,0,10.07,0,12.23,11.4,11/7/2025 1:59:53 PM,0,0
,Mixed / non conventional,21,25,3,7,126.99,0.03,235.62,-43.413,372.138,250,-1088.56,0,0,0,0,0,0,0,0,21,25,3,7,0,0,0,0,3,0,595,222,1.6,0,0,,1,1,0,10.04,0,12.21,11.4,11/7/2025 1:59:55 PM,0,1
,Mixed / non conventional,21,25,7,11,130.59,0.11,114.48,-98.218,372.138,250,-494.8,0,0,0,0,0,0,0,0,21,25,7,11,0,0,0,0,3,0,595,222,1.6,0,0,,1,2,0,10.04,0,12.21,11.4,11/7/2025 1:59:55 PM,0,0
,Mixed / non conventional,21,25,11,15,159.05,0.07,51.68,-358.868,372.138,250,-164.93,0,0,0,0,0,0,0,0,21,25,11,15,0,0,0,0,3,0,595,222,1.6,0,0,,1,3,0,10.04,0,12.21,11.4,11/7/2025 1:59:55 PM,0,0
,Mixed / non conventional,21,25,15,19,171.32,0.07,-514.94,-2705.902,372.138,250,-23.56,0,0,0,0,0,0,0,0,21,25,15,19,0,0,0,0,3,0,595,222,1.6,0,0,,1,4,0,10.04,0,12.21,11.4,11/7/2025 1:59:56 PM,0,0
,Mixed / non conventional,21,25,19,23,173.81,0.1,886.99,3431.354,372.138,250,18.85,0,0,0,0,0,0,0,0,21,25,19,23,0,0,0,0,3,0,595,222,1.6,0,0,,1,5,0,10.04,0,12.21,11.4,11/7/2025 1:59:56 PM,0,0
,Mixed / non conventional,21,25,23,27,120.73,0.12,-362.79,2383.438,372.138,250,18.85,0,0,0,0,0,0,0,0,21,25,23,27,0,0,0,0,3,0,595,222,1.6,0,0,,1,6,0,10.04,0,12.21,11.4,11/7/2025 1:59:56 PM,0,0
,Mixed / non conventional,21,25,27,31,133.62,0.05,-78.46,-2120.928,374.007,250,-23.56,0,0,0,0,0,0,0,0,21,25,27,31,0,0,0,0,3,0,596,223,1.593,0,0,,1,1,0,10.01,0,12.23,11.4,11/7/2025 1:59:58 PM,0,0
,Mixed / non conventional,21,25,31,35,129.55,0.03,29.5,-293.766,374.007,250,-164.93,0,0,0,0,0,0,0,0,21,25,31,35,0,0,0,0,3,0,596,223,1.593,0,0,,1,2,0,10.01,0,12.23,11.4,11/7/2025 1:59:58 PM,0,0
,Mixed / non conventional,21,25,35,39,76.53,0.07,35.78,-57.844,374.007,250,-494.8,0,0,0,0,0,0,0,0,21,25,35,39,0,0,0,0,3,0,596,223,1.593,0,0,,1,3,0,10.01,0,12.23,11.4,11/7/2025 1:59:58 PM,0,0
,Mixed / non conventional,21,25,39,43,120.07,0.08,-7.53,-41.252,374.007,250,-1088.56,0,0,0,0,0,0,0,0,21,25,39,43,0,0,0,0,3,0,596,223,1.593,0,0,,1,4,0,10.01,0,12.23,11.4,11/7/2025 1:59:58 PM,0,1
,Mixed / non conventional,22,26,4,8,103.13,0.18,233.83,-31.615,333.719,250,-1088.56,0,0,0,0,0,0,0,0,22,26,4,8,0,0,0,0,3,0,652,218,1.953,0,0,,1,1,0,10.07,0,12.21,11.4,11/7/2025 2:00:00 PM,0,1
,Mixed / non conventional,22,26,8,12,106.36,0.18,82.34,-71.737,333.719,250,-494.8,0,0,0,0,0,0,0,0,22,26,8,12,0,0,0,0,3,0,652,218,1.953,0,0,,1,2,0,10.07,0,12.21,11.4,11/7/2025 2:00:00 PM,0,0
,Mixed / non conventional,22,26,12,16,144.85,0.14,23.36,-293.082,333.719,250,-164.93,0,0,0,0,0,0,0,0,22,26,12,16,0,0,0,0,3,0,652,218,1.953,0,0,,1,3,0,10.07,0,12.21,11.4,11/7/2025 2:00:00 PM,0,0
,Mixed / non conventional,22,26,16,20,145.49,0.05,-579.96,-2060.665,333.719,250,-23.56,0,0,0,0,0,0,0,0,22,26,16,20,0,0,0,0,3,0,652,218,1.953,0,0,,1,4,0,10.07,0,12.21,11.4,11/7/2025 2:00:00 PM,0,0
,Mixed / non conventional,22,26,20,24,122.8,0.07,956.38,2174.177,333.719,250,18.85,0,0,0,0,0,0,0,0,22,26,20,24,0,0,0,0,3,0,652,218,1.953,0,0,,1,5,0,10.07,0,12.21,11.4,11/7/2025 2:00:00 PM,0,0
,Mixed / non conventional,22,26,24,28,163.17,0.07,-380.13,2888.822,333.719,250,18.85,0,0,0,0,0,0,0,0,22,26,24,28,0,0,0,0,3,0,652,218,1.953,0,0,,1,6,0,10.07,0,12.21,11.4,11/7/2025 2:00:00 PM,0,0
,Mixed / non conventional,22,26,28,32,153.54,0.14,-25.72,-2174.674,333.719,250,-23.56,0,0,0,0,0,0,0,0,22,26,28,32,0,0,0,0,3,0,652,218,1.953,0,0,,1,7,0,10.07,0,12.21,11.4,11/7/2025 2:00:00 PM,0,0
,Mixed / non conventional,22,26,32,36,109.01,0.05,-39.4,-222.397,336.479,250,-164.93,0,0,0,0,0,0,0,0,22,26,32,36,0,0,0,0,3,0,650,219,1.931,0,0,,1,1,0,10.04,0,12.23,11.4,11/7/2025 2:00:02 PM,0,0
,Mixed / non conventional,22,26,36,40,122.84,0.04,70.44,-83.535,336.479,250,-494.8,0,0,0,0,0,0,0,0,22,26,36,40,0,0,0,0,3,0,650,219,1.931,0,0,,1,2,0,10.04,0,12.23,11.4,11/7/2025 2:00:02 PM,0,0
,Mixed / non conventional,22,26,40,44,128.19,0.13,50.29,-39.625,336.479,250,-1088.56,0,0,0,0,0,0,0,0,22,26,40,44,0,0,0,0,3,0,650,219,1.931,0,0,,1,3,0,10.04,0,12.23,11.4,11/7/2025 2:00:02 PM,0,1
,Mixed / non conventional,23,27,5,9,95.13,0.11,121.69,-28.245,323.202,250,-1088.56,0,0,0,0,0,0,0,0,23,27,5,9,0,0,0,0,3,0,671,217,2.075,0,0,,1,1,0,10.1,0,12.21,11.4,11/7/2025 2:00:05 PM,0,1
,Mixed / non conventional,23,27,9,13,100.14,0.19,-39.98,-65.41,323.202,250,-494.8,0,0,0,0,0,0,0,0,23,27,9,13,0,0,0,0,3,0,671,217,2.075,0,0,,1,2,0,10.1,0,12.21,11.4,11/7/2025 2:00:05 PM,0,0
,Mixed / non conventional,23,27,13,17,152.33,0.16,83.74,-298.503,323.202,250,-164.93,0,0,0,0,0,0,0,0,23,27,13,17,0,0,0,0,3,0,671,217,2.075,0,0,,1,3,0,10.1,0,12.21,11.4,11/7/2025 2:00:05 PM,0,0
,Mixed / non conventional,23,27,17,21,138.41,0.14,-512.08,-1898.551,323.202,250,-23.56,0,0,0,0,0,0,0,0,23,27,17,21,0,0,0,0,3,0,671,217,2.075,0,0,,1,4,0,10.1,0,12.21,11.4,11/7/2025 2:00:05 PM,0,0
,Mixed / non conventional,23,27,21,25,120.4,0.16,901.31,2064.387,323.202,250,18.85,0,0,0,0,0,0,0,0,23,27,21,25,0,0,0,0,3,0,671,217,2.075,0,0,,1,5,0,10.1,0,12.21,11.4,11/7/2025 2:00:05 PM,0,0
,Mixed / non conventional,23,27,25,29,179.61,0.1,-340.1,3079.614,323.202,250,18.85,0,0,0,0,0,0,0,0,23,27,25,29,0,0,0,0,3,0,671,217,2.075,0,0,,1,6,0,10.1,0,12.21,11.4,11/7/2025 2:00:05 PM,0,0
,Mixed / non conventional,23,27,29,33,175.69,0.12,-37.34,-2409.971,323.202,250,-23.56,0,0,0,0,0,0,0,0,23,27,29,33,0,0,0,0,3,0,671,217,2.075,0,0,,1,7,0,10.1,0,12.21,11.4,11/7/2025 2:00:05 PM,0,0
,Mixed / non conventional,23,27,33,37,90.68,0.16,124.13,-177.686,323.202,250,-164.93,0,0,0,0,0,0,0,0,23,27,33,37,0,0,0,0,3,0,671,217,2.075,0,0,,1,8,0,10.1,0,12.21,11.4,11/7/2025 2:00:05 PM,0,0
,Mixed / non conventional,23,27,37,41,196.75,0.11,-124.57,-128.513,323.202,250,-494.8,0,0,0,0,0,0,0,0,23,27,37,41,0,0,0,0,3,0,671,217,2.075,0,0,,1,9,0,10.1,0,12.21,11.4,11/7/2025 2:00:05 PM,0,0
,Mixed / non conventional,23,27,41,45,159.36,0.07,20.36,-47.314,323.202,250,-1088.56,0,0,0,0,0,0,0,0,23,27,41,45,0,0,0,0,3,0,671,217,2.075,0,0,,1,10,0,10.1,0,12.21,11.4,11/7/2025 2:00:05 PM,0,0
,Mixed / non conventional,24,28,6,10,95.27,0.07,18.09,-34.29,391.817,250,-1088.56,0,0,0,0,0,0,0,0,24,28,6,10,0,0,0,0,3,0,570,223,1.455,0,0,,1,1,0,10.01,0,12.21,11.4,11/7/2025 2:00:07 PM,0,1
,Mixed / non conventional,24,28,10,14,113.42,0.05,-328.23,-89.812,391.817,250,-494.8,0,0,0,0,0,0,0,0,24,28,10,14,0,0,0,0,3,0,570,223,1.455,0,0,,1,2,0,10.01,0,12.21,11.4,11/7/2025 2:00:07 PM,0,0
,Mixed / non conventional,24,28,14,18,169.46,0.05,53.76,-402.569,391.817,250,-164.93,0,0,0,0,0,0,0,0,24,28,14,18,0,0,0,0,3,0,570,223,1.455,0,0,,1,3,0,10.01,0,12.21,11.4,11/7/2025 2:00:07 PM,0,0
,Mixed / non conventional,24,28,18,22,153.88,0.07,-190.46,-2558.876,391.817,250,-23.56,0,0,0,0,0,0,0,0,24,28,18,22,0,0,0,0,3,0,570,223,1.455,0,0,,1,4,0,10.01,0,12.21,11.4,11/7/2025 2:00:07 PM,0,0
,Mixed / non conventional,24,28,22,26,161.88,0.03,998.37,3364.936,391.817,250,18.85,0,0,0,0,0,0,0,0,24,28,22,26,0,0,0,0,3,0,570,223,1.455,0,0,,1,5,0,10.01,0,12.21,11.4,11/7/2025 2:00:07 PM,0,0
,Mixed / non conventional,24,28,26,30,159.64,0.03,-256.01,2681.169,316.58,250,18.85,0,0,0,0,0,0,0,0,24,28,26,30,0,0,0,0,3,0,455,144,1.438,0,0,,1,1,0,11.38,0,12.23,11.8,11/7/2025 2:00:09 PM,0,0
,Mixed / non conventional,24,28,30,34,184.84,0.05,-151.35,-2483.556,316.58,250,-23.56,0,0,0,0,0,0,0,0,24,28,30,34,0,0,0,0,3,0,455,144,1.438,0,0,,1,2,0,11.38,0,12.23,11.8,11/7/2025 2:00:09 PM,0,0
,Mixed / non conventional,24,28,34,38,71.26,0.03,101.81,-136.774,316.58,250,-164.93,0,0,0,0,0,0,0,0,24,28,34,38,0,0,0,0,3,0,455,144,1.438,0,0,,1,3,0,11.38,0,12.23,11.8,11/7/2025 2:00:09 PM,0,0
,Mixed / non conventional,24,28,38,42,230.44,0.07,-25.91,-147.44,316.58,250,-494.8,0,0,0,0,0,0,0,0,24,28,38,42,0,0,0,0,3,0,455,144,1.438,0,0,,1,4,0,11.38,0,12.23,11.8,11/7/2025 2:00:09 PM,0,0
,Mixed / non conventional,24,28,42,46,167.43,0.09,-21.16,-48.694,316.58,250,-1088.56,0,0,0,0,0,0,0,0,24,28,42,46,0,0,0,0,3,0,455,144,1.438,0,0,,1,5,0,11.38,0,12.23,11.8,11/7/2025 2:00:09 PM,0,1
,Mixed / non conventional,25,29,7,11,100.91,0.14,99.97,-36.312,391.713,250,-1088.56,0,0,0,0,0,0,0,0,25,29,7,11,0,0,0,0,3,0,570,223,1.454,0,0,,1,1,0,10.04,0,12.19,11.4,11/7/2025 2:00:11 PM,0,1
,Mixed / non conventional,25,29,11,15,136.76,0.11,51.82,-108.265,391.713,250,-494.8,0,0,0,0,0,0,0,0,25,29,11,15,0,0,0,0,3,0,570,223,1.454,0,0,,1,2,0,10.04,0,12.19,11.4,11/7/2025 2:00:12 PM,0,0
,Mixed / non conventional,25,29,15,19,182.46,0.11,-439.27,-433.349,391.713,250,-164.93,0,0,0,0,0,0,0,0,25,29,15,19,0,0,0,0,3,0,570,223,1.454,0,0,,1,3,0,10.04,0,12.19,11.4,11/7/2025 2:00:12 PM,0,0
,Mixed / non conventional,25,29,19,23,148.74,0.1,456.36,-2472.774,391.713,250,-23.56,0,0,0,0,0,0,0,0,25,29,19,23,0,0,0,0,3,0,570,223,1.454,0,0,,1,4,0,10.04,0,12.19,11.4,11/7/2025 2:00:12 PM,0,0
,Mixed / non conventional,25,29,23,27,178.51,0.08,184.3,3709.589,391.713,250,18.85,0,0,0,0,0,0,0,0,25,29,23,27,0,0,0,0,3,0,570,223,1.454,0,0,,1,5,0,10.04,0,12.19,11.4,11/7/2025 2:00:12 PM,0,0
,Mixed / non conventional,25,29,27,31,158.85,0.05,-265.77,2471.911,293.325,250,18.85,0,0,0,0,0,0,0,0,25,29,27,31,0,0,0,0,3,0,422,124,1.438,0,0,,1,1,0,11.65,0,12.21,11.4,11/7/2025 2:00:14 PM,0,0
,Mixed / non conventional,25,29,31,35,198.73,0.03,23.98,-2474.004,293.325,250,-23.56,0,0,0,0,0,0,0,0,25,29,31,35,0,0,0,0,3,0,422,124,1.438,0,0,,1,2,0,11.65,0,12.21,11.4,11/7/2025 2:00:14 PM,0,0
,Mixed / non conventional,25,29,35,39,118.75,0.07,34.38,-211.189,293.325,250,-164.93,0,0,0,0,0,0,0,0,25,29,35,39,0,0,0,0,3,0,422,124,1.438,0,0,,1,3,0,11.65,0,12.21,11.4,11/7/2025 2:00:14 PM,0,0
