    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
   45   50         8   13        0.58541          604.05382      634.19830         0.12021E+02    0.12021E+02    0
   46   51         8   13        0.64175          576.45986      611.96087         0.10738E+02    0.10738E+02    0
   47   52         8   13        0.67651          559.87942      600.15882         0.97377E+01    0.97377E+01    0
   48   53         8   13        0.75084          536.67106      584.90906         0.87235E+01    0.87235E+01    0
   49   54         8   13        0.81312          502.31464      558.71805         0.76408E+01    0.76408E+01    0
   50   55         8   13        0.72949          492.79372      546.92662         0.69993E+01    0.69993E+01    0
   51   56         8   13        0.76108          472.80633      533.70723         0.62816E+01    0.62816E+01    0
   52   57         8   13        0.75174          451.19101      515.86126         0.56122E+01    0.56122E+01    0
   54   59         8   13        0.74101          413.77029      487.44310         0.45221E+01    0.45221E+01    0
   55   60         8   13        0.76749          387.66992      470.15423         0.39785E+01    0.39785E+01    0
   56   61         8   13        0.69113          378.58358      457.50673         0.36499E+01    0.36499E+01    0
   57   62         8   13        0.68482          364.07739      447.99460         0.33017E+01    0.33017E+01    0
   58   63         8   13        0.65903          352.17376      438.46228         0.30072E+01    0.30072E+01    0
   79   84         8   13        0.43285          240.50218      440.08593         0.71636E+00    0.71636E+00    0
   15   20         9   14        3.84921         1000.90989     1158.38239         0.33333E+02    0.26344E+02    1
   16   21         9   14       -1.12878         1471.57753     1422.57890         0.33333E+02    0.33333E+02    0
   17   22         9   14       -2.00448         1698.22037     1574.74415         0.33333E+02    0.26554E+02    1
   18   23         9   14       -2.21530         1840.59696     1687.96639         0.33332E+02    0.25591E+02    1
   19   24         9   14       -2.18629         1904.49697     1751.57634         0.33331E+02    0.26120E+02    1
   20   25         9   14       -1.72660         1838.30437     1734.18060         0.33328E+02    0.29611E+02    1
   21   26         9   14       -0.97297         1723.95326     1674.34353         0.33322E+02    0.33322E+02    0
   22   27         9   14       -0.43289         1672.97324     1651.37413         0.33313E+02    0.33313E+02    0
   23   28         9   14       -0.32830         1676.51404     1660.06657         0.33300E+02    0.33300E+02    0
   24   29         9   14       -0.43326         1674.36315     1652.70691         0.33281E+02    0.33281E+02    0
   25   30         9   14       -0.44896         1630.25256     1608.38750         0.33249E+02    0.33249E+02    0
   26   31         9   14       -0.48669         1595.39151     1572.17751         0.33204E+02    0.33204E+02    0
   27   32         9   14       -0.43496         1543.59459     1523.46442         0.33135E+02    0.33135E+02    0
   28   33         9   14       -0.32376         1476.92669     1462.52049         0.33030E+02    0.33030E+02    0
   29   34         9   14       -0.23055         1403.35595     1393.54832         0.32873E+02    0.32873E+02    0
   30   35         9   14       -0.17345         1336.62351     1329.54196         0.32652E+02    0.32652E+02    0
   31   36         9   14       -0.03538         1266.33287     1264.94804         0.32334E+02    0.32334E+02    0
   32   37         9   14       -0.03117         1240.33582     1239.12750         0.31983E+02    0.31983E+02    0
   33   38         9   14        0.14053         1201.24027     1206.61086         0.31503E+02    0.31503E+02    0
   34   39         9   14        0.17465         1183.45782     1190.15076         0.30969E+02    0.30969E+02    0
   35   40         9   14        0.29298         1155.07864     1166.30932         0.30279E+02    0.30279E+02    0
   36   41         9   14        0.16924         1116.20963     1122.65549         0.29392E+02    0.29392E+02    0
   37   42         9   14        0.27711         1031.78637     1042.05370         0.27985E+02    0.27985E+02    0
   38   43         9   14        0.20009          964.99982      972.33987         0.26406E+02    0.26406E+02    0
   39   44         9   14        0.37094          894.50936      908.15151         0.24508E+02    0.24508E+02    0
   40   45         9   14        0.37218          847.18818      861.19756         0.22692E+02    0.22692E+02    0
   41   46         9   14        0.43322          802.11310      818.99286         0.20802E+02    0.20802E+02    0
   42   47         9   14        0.55072          750.68246      773.05379         0.18754E+02    0.18754E+02    0
   43   48         9   14        0.50435          724.23701      745.86526         0.17139E+02    0.17139E+02    0
   44   49         9   14        0.62353          689.39883      717.81648         0.15436E+02    0.15436E+02    0
   45   50         9   14        0.63941          656.83885      687.86555         0.13854E+02    0.13854E+02    0
   46   51         9   14        0.76970          623.60838      663.68511         0.12358E+02    0.12358E+02    0
   47   52         9   14        0.79721          606.19150      650.78606         0.11231E+02    0.11231E+02    0
   48   53         9   14        0.85552          582.60278      634.11653         0.10097E+02    0.10097E+02    0
   49   54         9   14        0.86347          549.64214      605.51249         0.89194E+01    0.89194E+01    0
   50   55         9   14        0.90258          529.52871      592.51137         0.80313E+01    0.80313E+01    0
   52   57         9   14        0.85277          489.67528      558.35378         0.64973E+01    0.64973E+01    0
   53   58         9   14        0.88038          464.85780      541.38038         0.57771E+01    0.57771E+01    0
   54   59         9   14        0.81636          451.14454      527.01019         0.52522E+01    0.52522E+01    0
   56   61         9   14        0.83154          404.20671      493.98585         0.41457E+01    0.41457E+01    0
   57   62         9   14        0.76369          395.61916      483.37225         0.38121E+01    0.38121E+01    0
   58   63         9   14        0.72516          383.79751      472.75405         0.34786E+01    0.34786E+01    0
   65   70         9   14        0.67654          352.02695      482.95122         0.21395E+01    0.21395E+01    0
   79   84         9   14        0.47048          258.52739      464.27023         0.80359E+00    0.80359E+00    0
   16   21        10   15        3.26722         1110.95485     1232.44671         0.33333E+02    0.31482E+02    1
   17   22        10   15       -1.15269         1509.08488     1457.79137         0.33333E+02    0.33333E+02    0
   18   23        10   15       -2.27687         1774.33015     1621.51063         0.33333E+02    0.25280E+02    1
   20   25        10   15       -2.18952         1885.15682     1732.75984         0.33331E+02    0.25974E+02    1
   21   26        10   15       -1.62958         1782.76899     1688.52117         0.33328E+02    0.30003E+02    1
   22   27        10   15       -1.15372         1736.63123     1677.53239         0.33322E+02    0.33322E+02    0
   23   28        10   15       -0.95339         1747.38169     1698.08408         0.33314E+02    0.33314E+02    0
   24   29        10   15       -0.88382         1747.80971     1701.33766         0.33303E+02    0.32796E+02    1
   25   30        10   15       -0.87747         1711.03972     1664.62155         0.33283E+02    0.31904E+02    1
   26   31        10   15       -0.84898         1679.78923     1635.17755         0.33254E+02    0.31541E+02    1
   27   32        10   15       -0.77215         1630.71355     1591.73750         0.33209E+02    0.31918E+02    1
   28   33        10   15       -0.65885         1564.99328     1534.18744         0.33140E+02    0.33140E+02    0
   29   34        10   15       -0.55136         1491.70151     1467.01227         0.33036E+02    0.33036E+02    0
   30   35        10   15       -0.47197         1424.20109     1403.90740         0.32886E+02    0.32886E+02    0
   31   36        10   15       -0.28789         1350.70723     1338.85544         0.32666E+02    0.32666E+02    0
   32   37        10   15       -0.26155         1324.63746     1313.99287         0.32417E+02    0.32417E+02    0
   33   38        10   15       -0.07965         1284.92895     1281.74165         0.32070E+02    0.32070E+02    0
   34   39        10   15        0.01629         1265.70819     1266.35929         0.31671E+02    0.31671E+02    0
