,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  
,Mixed / non conventional,32.00,36.00,14.00,18.00,52139.58,0.24,0.00,-27.92,-73.057,1.525
,Mixed / non conventional,32.00,36.00,18.00,22.00,31092.79,0.24,0.00,82.95,-95.846,1.525
,Mixed / non conventional,32.00,36.00,22.00,26.00,16403.79,0.23,0.00,-34.83,-151.698,1.525
,Mixed / non conventional,32.00,36.00,26.00,30.00,9656.84,0.24,0.00,-45.47,-625.127,1.525
,Mixed / non conventional,32.00,36.00,30.00,34.00,9653.90,0.24,0.00,110.96,781.171,1.525
,Mixed / non conventional,32.00,36.00,34.00,38.00,12188.23,0.24,0.00,-7.24,986.243,1.525
,Mixed / non conventional,32.00,36.00,38.00,42.00,8240.33,0.24,0.00,-24.15,-533.430,1.525
,Mixed / non conventional,32.00,36.00,42.00,46.00,12303.42,0.25,0.00,17.80,-113.779,1.525
,Mixed / non conventional,32.00,36.00,46.00,50.00,16012.35,0.25,0.00,-21.33,-49.359,1.525
,Mixed / non conventional,32.00,36.00,50.00,54.00,37138.79,0.26,0.00,9.13,-52.038,1.525
,Mixed / non conventional,33.00,37.00,15.00,19.00,43506.80,1.08,0.00,24.88,-49.952,1.250
,Mixed / non conventional,33.00,37.00,19.00,23.00,26122.14,1.06,0.00,97.07,-65.982,1.250
,Mixed / non conventional,33.00,37.00,23.00,27.00,20926.12,1.08,0.00,26.47,-158.572,1.250
,Mixed / non conventional,33.00,37.00,27.00,31.00,7255.48,1.07,0.00,-78.52,-384.859,1.250
,Mixed / non conventional,33.00,37.00,31.00,35.00,7499.05,1.07,0.00,125.41,497.223,1.250
,Mixed / non conventional,33.00,37.00,35.00,39.00,17769.30,1.10,0.00,-30.16,1178.191,1.250
,Mixed / non conventional,33.00,37.00,39.00,43.00,13165.16,1.11,0.00,48.69,-698.332,1.250
,Mixed / non conventional,33.00,37.00,43.00,47.00,16417.21,1.06,0.00,3.89,-124.405,1.250
,Mixed / non conventional,33.00,37.00,47.00,51.00,25713.08,1.06,0.00,-88.50,-64.949,1.250
,Mixed / non conventional,33.00,37.00,51.00,55.00,46403.60,1.03,0.00,-13.50,-53.278,1.250
,Mixed / non conventional,34.00,38.00,16.00,20.00,48806.31,0.09,0.00,152.60,-60.269,1.344
,Mixed / non conventional,34.00,38.00,20.00,24.00,30671.69,0.08,0.00,-125.08,-83.325,1.344
,Mixed / non conventional,34.00,38.00,24.00,28.00,30846.63,0.08,0.00,-12.23,-251.402,1.344
,Mixed / non conventional,34.00,38.00,28.00,32.00,6095.21,0.10,0.00,68.91,-347.735,1.344
,Mixed / non conventional,34.00,38.00,32.00,36.00,12162.92,0.10,0.00,55.11,867.376,1.344
,Mixed / non conventional,34.00,38.00,36.00,40.00,11959.03,0.09,0.00,-10.06,852.836,1.344
,Mixed / non conventional,34.00,38.00,40.00,44.00,11322.81,0.10,0.00,-2.60,-645.972,1.344
,Mixed / non conventional,34.00,38.00,44.00,48.00,13574.63,0.11,0.00,23.33,-110.634,1.344
,Mixed / non conventional,34.00,38.00,48.00,52.00,32117.46,0.08,0.00,-58.62,-87.253,1.344
,Mixed / non conventional,34.00,38.00,52.00,56.00,40529.11,0.09,0.00,-22.92,-50.048,1.344
,Mixed / non conventional,35.00,39.00,17.00,21.00,40535.38,0.21,0.00,129.87,-62.049,1.666
,Mixed / non conventional,35.00,39.00,21.00,25.00,21075.14,0.33,0.00,-64.24,-70.974,1.666
,Mixed / non conventional,35.00,39.00,25.00,29.00,25549.39,0.26,0.00,-80.60,-258.124,1.666
,Mixed / non conventional,35.00,39.00,29.00,33.00,7117.62,0.27,0.00,137.62,-503.361,1.666
,Mixed / non conventional,35.00,39.00,33.00,37.00,17913.31,0.27,0.00,5.13,1583.547,1.666
,Mixed / non conventional,35.00,39.00,37.00,41.00,4810.55,0.34,0.00,50.43,425.255,1.666
,Mixed / non conventional,35.00,39.00,41.00,45.00,9693.99,0.29,0.00,-67.67,-685.564,1.666
,Mixed / non conventional,35.00,39.00,45.00,49.00,14858.80,0.27,0.00,-11.92,-150.117,1.666
,Mixed / non conventional,35.00,39.00,49.00,53.00,39665.50,0.24,0.00,-11.13,-133.579,1.666
,Mixed / non conventional,35.00,39.00,53.00,57.00,32848.67,0.28,0.00,-22.34,-50.283,1.666
,Mixed / non conventional,36.00,40.00,18.00,22.00,34597.26,0.19,0.00,79.34,-71.085,2.237
,Mixed / non conventional,36.00,40.00,22.00,26.00,19287.09,0.09,0.00,-33.10,-87.182,2.237
,Mixed / non conventional,36.00,40.00,26.00,30.00,20243.57,0.22,0.00,-33.13,-274.517,2.237
,Mixed / non conventional,36.00,40.00,30.00,34.00,6394.32,0.20,0.00,61.13,-606.980,2.237
,Mixed / non conventional,36.00,40.00,34.00,38.00,12126.40,0.19,0.00,52.51,1438.871,2.237
,Mixed / non conventional,36.00,40.00,38.00,42.00,8271.82,0.20,0.00,-46.31,981.502,2.237
,Mixed / non conventional,36.00,40.00,42.00,46.00,8297.68,0.20,0.00,17.92,-787.656,2.237
,Mixed / non conventional,36.00,40.00,46.00,50.00,16095.33,0.20,0.00,-20.73,-218.264,2.237
,Mixed / non conventional,36.00,40.00,50.00,54.00,42617.14,0.19,0.00,9.47,-192.639,2.237
,Mixed / non conventional,36.00,40.00,54.00,58.00,24841.01,0.20,0.00,-12.50,-51.040,2.237
,Mixed / non conventional,37.00,41.00,19.00,23.00,26639.04,0.12,0.00,93.94,-51.068,2.087
,Mixed / non conventional,37.00,41.00,23.00,27.00,19926.15,0.62,0.00,21.96,-84.038,2.087
,Mixed / non conventional,37.00,41.00,27.00,31.00,13794.22,0.77,0.00,-57.51,-174.530,2.087
,Mixed / non conventional,37.00,41.00,31.00,35.00,6097.13,0.16,0.00,61.09,-540.002,2.087
,Mixed / non conventional,37.00,41.00,35.00,39.00,4851.38,0.18,0.00,50.23,537.087,2.087
,Mixed / non conventional,37.00,41.00,39.00,43.00,13830.43,0.32,0.00,14.93,1531.142,2.087
,Mixed / non conventional,37.00,41.00,43.00,47.00,8237.70,0.00,0.00,2.82,-729.585,2.087
,Mixed / non conventional,37.00,41.00,47.00,51.00,15078.87,0.45,0.00,-87.38,-190.783,2.087
,Mixed / non conventional,37.00,41.00,51.00,55.00,35447.73,0.16,0.00,-13.50,-149.499,2.087
,Mixed / non conventional,37.00,41.00,55.00,59.00,17414.05,0.11,0.00,-12.11,-33.383,2.087
,Mixed / non conventional,38.00,42.00,20.00,24.00,33244.16,0.39,0.00,-117.60,-91.895,3.009
,Mixed / non conventional,38.00,42.00,24.00,28.00,31820.54,0.38,0.00,-11.36,-193.510,3.009
,Mixed / non conventional,38.00,42.00,28.00,32.00,12385.69,0.38,0.00,65.15,-225.964,3.009
,Mixed / non conventional,38.00,42.00,32.00,36.00,8377.05,0.38,0.00,7.47,-1069.811,3.009
,Mixed / non conventional,38.00,42.00,36.00,40.00,8326.35,0.38,0.00,67.08,1329.171,3.009
,Mixed / non conventional,38.00,42.00,40.00,44.00,12641.10,0.38,0.00,-35.04,2017.953,3.009
,Mixed / non conventional,38.00,42.00,44.00,48.00,7301.60,0.38,0.00,23.01,-932.469,3.009
,Mixed / non conventional,38.00,42.00,48.00,52.00,20493.50,0.39,0.00,-58.78,-373.882,3.009
,Mixed / non conventional,38.00,42.00,52.00,56.00,32572.92,0.39,0.00,-23.54,-198.086,3.009
,Mixed / non conventional,38.00,42.00,56.00,60.00,18073.29,0.38,0.00,-4.61,-49.959,3.009
,Mixed / non conventional,39.00,43.00,21.00,25.00,29805.18,0.86,0.00,-63.61,-50.613,1.849
,Mixed / non conventional,39.00,43.00,25.00,29.00,36224.57,0.56,0.00,-76.97,-135.331,1.849
,Mixed / non conventional,39.00,43.00,29.00,33.00,11867.70,0.65,0.00,129.88,-133.009,1.849
,Mixed / non conventional,39.00,43.00,33.00,37.00,13348.54,0.62,0.00,-37.66,-1047.240,1.849
,Mixed / non conventional,39.00,43.00,37.00,41.00,13796.97,0.62,0.00,112.31,1353.027,1.849
,Mixed / non conventional,39.00,43.00,41.00,45.00,10008.81,0.65,0.00,-84.30,981.533,1.849
,Mixed / non conventional,39.00,43.00,45.00,49.00,6296.89,0.65,0.00,-11.08,-494.014,1.849
,Mixed / non conventional,39.00,43.00,49.00,53.00,21838.82,0.65,0.00,-10.37,-244.762,1.849
,Mixed / non conventional,39.00,43.00,53.00,57.00,22020.93,0.65,0.00,-22.28,-82.268,1.849
,Mixed / non conventional,39.00,43.00,57.00,61.00,11433.84,0.18,0.00,42.36,-50.222,4.781
,Mixed / non conventional,40.00,44.00,22.00,26.00,28670.50,0.32,0.00,-32.55,-52.254,1.984
,Mixed / non conventional,40.00,44.00,26.00,30.00,32418.54,0.55,0.00,-27.49,-129.986,1.984
,Mixed / non conventional,40.00,44.00,30.00,34.00,10471.75,0.46,0.00,58.09,-125.963,1.984
,Mixed / non conventional,40.00,44.00,34.00,38.00,11473.47,0.49,0.00,0.35,-966.091,1.984
,Mixed / non conventional,40.00,44.00,38.00,42.00,12552.46,0.48,0.00,33.79,1321.180,1.984
,Mixed / non conventional,40.00,44.00,42.00,46.00,9104.71,0.48,0.00,-9.87,958.295,1.984
,Mixed / non conventional,40.00,44.00,46.00,50.00,6612.25,0.48,0.00,-20.66,-556.765,1.984
,Mixed / non conventional,40.00,44.00,50.00,54.00,20288.12,0.48,0.00,10.07,-244.043,1.984
,Mixed / non conventional,40.00,44.00,54.00,58.00,14141.19,0.49,0.00,-12.20,-56.701,1.984
,Mixed / non conventional,40.00,44.00,58.00,62.00,9888.51,0.06,0.00,-21.95,-48.413,5.329
,Mixed / non conventional,41.00,45.00,23.00,27.00,38067.71,1.97,0.00,15.03,-104.600,2.991
,Mixed / non conventional,41.00,45.00,27.00,31.00,21707.22,1.28,0.00,-47.09,-131.220,2.991
,Mixed / non conventional,41.00,45.00,31.00,35.00,13231.52,0.29,0.00,69.06,-239.953,2.991
,Mixed / non conventional,41.00,45.00,35.00,39.00,9833.62,0.09,0.00,-96.19,-1248.326,2.991
,Mixed / non conventional,41.00,45.00,39.00,43.00,10044.84,0.12,0.00,182.28,1593.925,2.991
,Mixed / non conventional,41.00,45.00,43.00,47.00,7358.75,0.03,0.00,-29.80,1167.693,2.991
,Mixed / non conventional,41.00,45.00,47.00,51.00,4004.47,0.07,0.00,-85.09,-508.346,2.991
,Mixed / non conventional,41.00,45.00,51.00,55.00,15842.53,0.07,0.00,-12.81,-287.304,2.991
,Mixed / non conventional,41.00,45.00,55.00,59.00,9517.10,0.16,0.00,-12.40,-57.531,2.991
,Mixed / non conventional,41.00,45.00,59.00,63.00,7378.04,0.18,0.00,-0.05,-20.273,2.991
,Mixed / non conventional,42.00,46.00,24.00,28.00,32313.40,0.15,0.00,-12.12,-99.299,3.345
,Mixed / non conventional,42.00,46.00,28.00,32.00,13890.69,0.14,0.00,59.66,-93.910,3.345
,Mixed / non conventional,42.00,46.00,32.00,36.00,12489.95,0.15,0.00,22.79,-253.319,3.345
,Mixed / non conventional,42.00,46.00,36.00,40.00,8310.41,0.12,0.00,-101.87,-1179.853,3.345
,Mixed / non conventional,42.00,46.00,40.00,44.00,9128.11,0.12,0.00,168.29,1619.931,3.345
,Mixed / non conventional,42.00,46.00,44.00,48.00,11080.14,0.14,0.00,-26.27,1966.352,3.345
,Mixed / non conventional,42.00,46.00,48.00,52.00,8823.05,0.13,0.00,-57.12,-1252.636,3.345
,Mixed / non conventional,42.00,46.00,52.00,56.00,20638.90,0.14,0.00,-22.91,-418.595,3.345
,Mixed / non conventional,42.00,46.00,56.00,60.00,13781.33,0.13,0.00,-5.18,-93.170,3.345
,Mixed / non conventional,42.00,46.00,60.00,64.00,16101.06,0.14,0.00,16.17,-49.479,3.345
,Mixed / non conventional,43.00,47.00,25.00,29.00,35064.59,0.71,0.00,-75.54,-72.074,2.238
,Mixed / non conventional,43.00,47.00,29.00,33.00,11245.92,0.90,0.00,123.78,-50.854,2.238
,Mixed / non conventional,43.00,47.00,33.00,37.00,16761.74,0.88,0.00,0.33,-227.391,2.238
,Mixed / non conventional,43.00,47.00,37.00,41.00,8253.58,0.90,0.00,42.12,-783.781,2.238
,Mixed / non conventional,43.00,47.00,41.00,45.00,7362.60,0.90,0.00,-25.89,873.964,2.238
,Mixed / non conventional,43.00,47.00,45.00,49.00,22258.70,0.88,0.00,-34.20,2642.178,2.238
,Mixed / non conventional,43.00,47.00,49.00,53.00,18363.60,0.88,0.00,-10.99,-1743.854,2.238
,Mixed / non conventional,43.00,47.00,53.00,57.00,29765.26,0.88,0.00,-22.15,-403.798,2.238
,Mixed / non conventional,43.00,47.00,57.00,61.00,18037.97,0.87,0.00,41.36,-81.568,2.238
,Mixed / non conventional,43.00,47.00,61.00,65.00,28833.84,0.89,0.00,1.01,-59.267,2.238
,Mixed / non conventional,44.00,48.00,26.00,30.00,24321.24,0.05,0.00,-26.71,-54.877,2.456
,Mixed / non conventional,44.00,48.00,30.00,34.00,8527.63,0.77,0.00,54.27,-42.330,2.456
,Mixed / non conventional,44.00,48.00,34.00,38.00,13752.87,0.22,0.00,17.41,-204.804,2.456
,Mixed / non conventional,44.00,48.00,38.00,42.00,7270.10,0.09,0.00,-26.77,-757.852,2.456
,Mixed / non conventional,44.00,48.00,42.00,46.00,11120.42,0.06,0.00,80.10,1449.022,2.456
,Mixed / non conventional,44.00,48.00,46.00,50.00,17934.39,0.07,0.00,-71.03,2336.901,2.456
,Mixed / non conventional,44.00,48.00,50.00,54.00,20368.16,0.06,0.00,11.12,-2123.223,2.456
,Mixed / non conventional,44.00,48.00,54.00,58.00,24178.52,0.07,0.00,-11.49,-360.061,2.456
,Mixed / non conventional,44.00,48.00,58.00,62.00,19588.12,0.06,0.00,-22.24,-97.234,2.456
,Mixed / non conventional,44.00,48.00,62.00,66.00,26836.25,0.07,0.00,7.75,-60.551,2.456
,Mixed / non conventional,45.00,49.00,27.00,31.00,21064.66,2.60,0.00,-48.05,-62.701,3.240
,Mixed / non conventional,45.00,49.00,31.00,35.00,12009.63,1.46,0.00,68.99,-78.645,3.240
,Mixed / non conventional,45.00,49.00,35.00,39.00,15277.73,1.96,0.00,-41.58,-300.140,3.240
,Mixed / non conventional,45.00,49.00,39.00,43.00,6413.70,1.96,0.00,104.19,-882.006,3.240
,Mixed / non conventional,45.00,49.00,43.00,47.00,22626.28,1.96,0.00,62.56,3889.434,3.240
,Mixed / non conventional,45.00,49.00,47.00,51.00,5046.28,1.95,0.00,-155.45,867.449,3.240
,Mixed / non conventional,45.00,49.00,51.00,55.00,19459.61,1.96,0.00,-14.45,-2676.069,3.240
,Mixed / non conventional,45.00,49.00,55.00,59.00,21370.13,1.96,0.00,-12.71,-419.829,3.240
,Mixed / non conventional,45.00,49.00,59.00,63.00,20478.95,1.98,0.00,0.25,-134.107,3.240
,Mixed / non conventional,45.00,49.00,63.00,67.00,26669.31,1.93,0.00,-3.75,-79.384,3.240
,Mixed / non conventional,46.00,50.00,28.00,32.00,15378.85,0.84,0.00,54.71,-50.012,3.540
,Mixed / non conventional,46.00,50.00,32.00,36.00,16116.45,0.93,0.00,22.55,-115.304,3.540
,Mixed / non conventional,46.00,50.00,36.00,40.00,16115.55,0.92,0.00,-36.03,-345.892,3.540
,Mixed / non conventional,46.00,50.00,40.00,44.00,6634.13,0.92,0.00,66.11,-996.730,3.540
,Mixed / non conventional,46.00,50.00,44.00,48.00,17946.75,0.92,0.00,101.01,3370.463,3.540
,Mixed / non conventional,46.00,50.00,48.00,52.00,13401.76,0.92,0.00,-154.42,2516.897,3.540
,Mixed / non conventional,46.00,50.00,52.00,56.00,22728.06,0.92,0.00,-23.41,-3414.728,3.540
,Mixed / non conventional,46.00,50.00,56.00,60.00,24925.59,0.92,0.00,-4.88,-534.984,3.540
,Mixed / non conventional,46.00,50.00,60.00,64.00,34622.79,0.92,0.00,17.05,-247.706,3.540
,Mixed / non conventional,46.00,50.00,64.00,68.00,7075.10,0.21,0.00,24.02,-50.038,7.699
,Mixed / non conventional,47.00,51.00,29.00,33.00,20030.57,0.45,0.00,120.08,-60.441,3.285
,Mixed / non conventional,47.00,51.00,33.00,37.00,26072.81,0.25,0.00,5.94,-173.080,3.285
,Mixed / non conventional,47.00,51.00,37.00,41.00,14928.51,0.51,0.00,48.65,-297.301,3.285
,Mixed / non conventional,47.00,51.00,41.00,45.00,4047.38,0.22,0.00,-45.91,-564.223,3.285
,Mixed / non conventional,47.00,51.00,45.00,49.00,4945.85,0.36,0.00,-30.90,861.843,3.285
,Mixed / non conventional,47.00,51.00,49.00,53.00,24057.38,0.30,0.00,-7.42,4192.141,3.285
,Mixed / non conventional,47.00,51.00,53.00,57.00,22430.17,0.31,0.00,-24.01,-3126.871,3.285
,Mixed / non conventional,47.00,51.00,57.00,61.00,19271.24,0.32,0.00,41.36,-383.786,3.285
,Mixed / non conventional,47.00,51.00,61.00,65.00,34059.48,0.31,0.00,1.07,-226.098,3.285
,Mixed / non conventional,47.00,51.00,65.00,69.00,3700.12,0.17,0.00,-9.39,-11.165,3.285
,Mixed / non conventional,48.00,52.00,30.00,34.00,23238.72,0.17,0.00,50.55,-53.017,2.483
,Mixed / non conventional,48.00,52.00,34.00,38.00,32732.28,0.85,0.00,21.22,-164.285,2.483
,Mixed / non conventional,48.00,52.00,38.00,42.00,20361.34,0.53,0.00,-21.29,-306.585,2.483
,Mixed / non conventional,48.00,52.00,42.00,46.00,8893.87,0.49,0.00,-135.73,-937.417,2.483
,Mixed / non conventional,48.00,52.00,46.00,50.00,13411.00,0.48,0.00,274.99,1766.906,2.483
,Mixed / non conventional,48.00,52.00,50.00,54.00,17180.48,0.51,0.00,-131.83,2263.536,2.483
,Mixed / non conventional,48.00,52.00,54.00,58.00,18045.64,0.50,0.00,-10.68,-1902.018,2.483
,Mixed / non conventional,48.00,52.00,58.00,62.00,20682.06,0.50,0.00,-21.44,-311.414,2.483
,Mixed / non conventional,48.00,52.00,62.00,66.00,33380.70,0.50,0.00,7.89,-167.540,2.483
,Mixed / non conventional,48.00,52.00,66.00,70.00,12096.69,0.50,0.00,-2.95,-27.597,2.483
,Mixed / non conventional,49.00,53.00,31.00,35.00,29195.41,2.15,0.00,67.02,-50.009,1.865
,Mixed / non conventional,49.00,53.00,35.00,39.00,39388.97,2.18,0.00,-25.01,-148.433,1.865
,Mixed / non conventional,49.00,53.00,39.00,43.00,21543.99,2.20,0.00,87.26,-243.559,1.865
,Mixed / non conventional,49.00,53.00,43.00,47.00,18019.88,2.18,0.00,-87.42,-1426.025,1.865
,Mixed / non conventional,49.00,53.00,47.00,51.00,23609.35,2.18,0.00,19.30,2335.444,1.865
,Mixed / non conventional,49.00,53.00,51.00,55.00,13508.70,2.19,0.00,-44.14,1336.285,1.865
,Mixed / non conventional,49.00,53.00,55.00,59.00,16426.56,2.19,0.00,-11.37,-1299.936,1.865
,Mixed / non conventional,49.00,53.00,59.00,63.00,21113.82,2.19,0.00,0.87,-238.695,1.865
,Mixed / non conventional,49.00,53.00,63.00,67.00,29352.93,2.17,0.00,-3.64,-110.613,1.865
,Mixed / non conventional,49.00,53.00,67.00,71.00,9414.64,0.70,0.00,-20.14,-49.500,5.723
,Mixed / non conventional,50.00,54.00,32.00,36.00,37311.57,0.23,0.00,25.07,-49.926,1.457
,Mixed / non conventional,50.00,54.00,36.00,40.00,42413.83,0.23,0.00,-18.66,-124.858,1.457
,Mixed / non conventional,50.00,54.00,40.00,44.00,20206.64,0.23,0.00,44.52,-178.453,1.457
,Mixed / non conventional,50.00,54.00,44.00,48.00,20128.27,0.23,0.00,-39.35,-1244.326,1.457
,Mixed / non conventional,50.00,54.00,48.00,52.00,16919.87,0.23,0.00,21.22,1307.479,1.457
,Mixed / non conventional,50.00,54.00,52.00,56.00,20903.20,0.23,0.00,-51.67,1615.290,1.457
,Mixed / non conventional,50.00,54.00,56.00,60.00,15646.77,0.23,0.00,-6.96,-967.281,1.457
,Mixed / non conventional,50.00,54.00,60.00,64.00,25149.78,0.24,0.00,17.07,-222.108,1.457
,Mixed / non conventional,50.00,54.00,64.00,68.00,5947.11,0.11,0.00,23.02,-70.596,5.874
,Mixed / non conventional,50.00,54.00,68.00,72.00,9262.29,0.25,0.00,-39.47,-49.977,5.874
,Mixed / non conventional,51.00,55.00,33.00,37.00,47402.07,1.79,0.00,10.51,-50.079,1.150
,Mixed / non conventional,51.00,55.00,37.00,41.00,35745.37,1.83,0.00,46.42,-83.081,1.150
,Mixed / non conventional,51.00,55.00,41.00,45.00,15906.12,1.82,0.00,-52.00,-110.909,1.150
,Mixed / non conventional,51.00,55.00,45.00,49.00,19202.45,1.81,0.00,-87.96,-937.252,1.150
,Mixed / non conventional,51.00,55.00,49.00,53.00,13757.73,1.80,0.00,119.27,839.375,1.150
,Mixed / non conventional,51.00,55.00,53.00,57.00,16612.63,1.82,0.00,-85.81,1013.556,1.150
,Mixed / non conventional,51.00,55.00,57.00,61.00,8794.14,1.81,0.00,40.98,-429.233,1.150
,Mixed / non conventional,51.00,55.00,61.00,65.00,19533.85,1.82,0.00,0.06,-136.204,1.150
,Mixed / non conventional,51.00,55.00,65.00,69.00,2380.13,0.33,0.00,-8.42,-46.553,9.678
,Mixed / non conventional,52.00,56.00,34.00,38.00,41319.96,0.18,0.00,24.71,-154.682,4.075
,Mixed / non conventional,52.00,56.00,38.00,42.00,32564.42,0.18,0.00,-21.73,-268.191,4.075
,Mixed / non conventional,52.00,56.00,42.00,46.00,20814.74,0.18,0.00,-37.61,-514.273,4.075
,Mixed / non conventional,52.00,56.00,46.00,50.00,22802.81,0.18,0.00,28.14,-3943.746,4.075
,Mixed / non conventional,52.00,56.00,50.00,54.00,21130.29,0.18,0.00,140.00,4568.105,4.075
,Mixed / non conventional,52.00,56.00,54.00,58.00,8494.30,0.19,0.00,-132.93,1836.361,4.075
,Mixed / non conventional,52.00,56.00,58.00,62.00,5418.29,0.18,0.00,-21.91,-937.092,4.075
,Mixed / non conventional,52.00,56.00,62.00,66.00,12378.75,0.19,0.00,7.32,-305.844,4.075
,Mixed / non conventional,52.00,56.00,66.00,70.00,6122.27,0.19,0.00,-3.15,-50.421,4.075
,Mixed / non conventional,53.00,57.00,35.00,39.00,33195.84,0.21,0.00,-13.31,-50.057,1.641
,Mixed / non conventional,53.00,57.00,39.00,43.00,22185.81,0.13,0.00,75.30,-73.600,1.641
,Mixed / non conventional,53.00,57.00,43.00,47.00,30157.95,0.16,0.00,-24.05,-300.140,1.641
,Mixed / non conventional,53.00,57.00,47.00,51.00,22394.46,0.18,0.00,-150.38,-1560.130,1.641
,Mixed / non conventional,53.00,57.00,51.00,55.00,16388.73,0.27,0.00,225.57,1427.169,1.641
,Mixed / non conventional,53.00,57.00,55.00,59.00,11620.50,0.11,0.00,-167.44,1011.940,1.641
,Mixed / non conventional,53.00,57.00,59.00,63.00,3984.08,0.45,0.00,-2.49,-277.554,1.641
,Mixed / non conventional,53.00,57.00,63.00,67.00,8380.17,0.42,0.00,-3.40,-83.402,1.641
,Mixed / non conventional,53.00,57.00,67.00,71.00,5484.31,0.40,0.00,-19.26,-51.348,4.633
,Mixed / non conventional,54.00,58.00,36.00,40.00,25114.27,0.06,0.00,-10.22,-116.856,5.065
,Mixed / non conventional,54.00,58.00,40.00,44.00,14192.51,0.26,0.00,33.99,-145.282,5.065
,Mixed / non conventional,54.00,58.00,44.00,48.00,24602.14,0.15,0.00,0.81,-755.523,5.065
,Mixed / non conventional,54.00,58.00,48.00,52.00,18079.04,0.13,0.00,-78.01,-3886.405,5.065
,Mixed / non conventional,54.00,58.00,52.00,56.00,8507.40,0.12,0.00,60.85,2286.019,5.065
,Mixed / non conventional,54.00,58.00,56.00,60.00,13746.05,0.12,0.00,-56.01,3693.693,5.065
,Mixed / non conventional,54.00,58.00,60.00,64.00,3738.95,0.09,0.00,16.84,-803.753,5.065
,Mixed / non conventional,54.00,58.00,64.00,68.00,1627.46,0.17,0.00,22.70,-49.979,5.065
,Mixed / non conventional,54.00,58.00,68.00,72.00,2991.75,1.44,0.00,-38.81,-48.953,8.096
,Mixed / non conventional,55.00,59.00,37.00,41.00,17178.11,0.10,0.00,45.00,-49.554,3.140
,Mixed / non conventional,55.00,59.00,41.00,45.00,9654.27,0.04,0.00,-54.05,-61.270,3.140
,Mixed / non conventional,55.00,59.00,45.00,49.00,21076.71,0.03,0.00,-51.94,-401.285,3.140
,Mixed / non conventional,55.00,59.00,49.00,53.00,16693.87,0.04,0.00,2.62,-2224.872,3.140
,Mixed / non conventional,55.00,59.00,53.00,57.00,11617.27,0.04,0.00,141.06,1935.361,3.140
,Mixed / non conventional,55.00,59.00,57.00,61.00,8651.78,0.04,0.00,-100.69,1441.330,3.140
,Mixed / non conventional,55.00,59.00,61.00,65.00,3460.58,0.00,0.00,-0.58,-461.208,3.140
,Mixed / non conventional,55.00,59.00,65.00,69.00,1142.65,0.11,0.00,-8.25,-51.891,7.490
,Mixed / non conventional,56.00,60.00,38.00,42.00,17927.03,0.08,0.00,-21.80,-51.917,3.152
,Mixed / non conventional,56.00,60.00,42.00,46.00,13802.07,0.06,0.00,-21.39,-87.936,3.152
,Mixed / non conventional,56.00,60.00,46.00,50.00,24880.24,0.04,0.00,27.44,-475.550,3.152
,Mixed / non conventional,56.00,60.00,50.00,54.00,15728.75,0.03,0.00,52.55,-2104.428,3.152
,Mixed / non conventional,56.00,60.00,54.00,58.00,13654.29,0.05,0.00,-46.54,2283.594,3.152
,Mixed / non conventional,56.00,60.00,58.00,62.00,5803.08,0.04,0.00,-36.21,970.530,3.152
,Mixed / non conventional,56.00,60.00,62.00,66.00,2815.32,0.04,0.00,7.10,-376.676,3.152
